DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'229904",90,.,.,90,90,-1,-1,-1,-1,.,.,-1,-1,.,.,78,-1,-1,86,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,70,80,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,65,72,76,70,65,59,86,82,78,40,74,79,85,84,72,.,-1,-1,60,-1,-1,-1,-1,-1,-1,.,.,-1,-1,69,64,68,73,65,62,54,82,80,77,37,71,76,82,78,75,69,70,76,74,63,63,90,86,84,51,73,89,80,86,78,-1,-1,76,80,29,43,100,94,-1,-1,80,100,-1,-1,88,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,-1,-1,70,58,74,75,66,66,56,83,79,72,30,75,71,89,83,68,-1,54,71,66,63,44,73,73,67,30,71,86,78,78,45,-1,33,49,42,33,0,73,55,50,33,36,82,63,43,72,64,73,75,69,66,60,85,81,77,38,74,78,83,84,"WARREN ISD",75,72,76,78,71,62,62,89,81,81,35,79,80,88,87,66,33,57,68,65,71,54,80,86,72,48,63,79,74,72,97,-1,.,94,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'229905",83,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,55,71,66,57,38,27,93,74,50,38,66,84,92,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,54,71,66,56,36,21,89,67,52,40,68,82,89,64,57,50,80,62,51,42,21,80,70,50,23,58,75,92,54,65,.,-1,50,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,66,67,67,69,62,36,32,100,76,50,47,73,92,91,64,65,50,77,70,60,68,23,90,76,39,31,69,81,100,65,63,.,-1,66,60,80,40,86,86,25,17,-1,-1,-1,-1,62,55,69,67,56,38,25,100,75,54,37,63,83,95,59,"SPURGER ISD",63,59,73,69,57,39,33,95,79,61,42,71,82,93,40,58,-1,-1,58,58,38,13,88,63,30,28,59,86,89,89,63,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.
"'229906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,-1,.,58,60,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,50,45,45,56,9,41,80,97,34,50,79,71,63,31,65,.,-1,75,56,.,.,-1,-1,.,.,-1,-1,-1,-1,49,-1,-1,44,53,4,29,73,95,33,33,79,79,58,42,50,50,33,47,52,0,45,90,95,33,37,71,57,-1,-1,33,-1,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,50,-1,43,60,15,38,60,100,35,70,90,90,58,33,45,-1,-1,43,48,0,28,75,94,29,29,78,61,60,40,57,.,-1,55,59,-1,-1,-1,-1,-1,-1,50,40,.,.,49,44,50,41,57,9,43,82,95,31,50,81,88,58,33,"CHESTER ISD",49,60,39,44,54,7,39,86,100,25,42,88,75,-1,-1,52,-1,-1,46,59,11,44,75,94,42,58,-1,-1,80,20,8,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.
"'230901",83,-1,-1,77,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,43,55,21,71,-1,-1,43,21,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,48,55,69,68,53,63,100,83,49,38,73,79,86,87,66,42,-1,67,66,-1,-1,100,79,-1,-1,-1,-1,-1,-1,67,54,50,70,65,55,64,100,78,43,33,75,70,84,86,69,43,62,67,72,50,65,100,83,50,44,82,92,79,82,66,-1,-1,66,67,50,80,-1,-1,29,50,-1,-1,79,83,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,67,53,50,71,64,57,60,100,83,48,33,65,66,91,90,65,33,47,64,66,50,78,100,72,29,32,67,59,85,84,55,35,50,55,55,-1,-1,100,67,-1,-1,-1,-1,-1,-1,71,41,57,73,70,63,58,100,85,61,43,70,76,87,91,"BIG SANDY ISD",69,52,57,68,70,53,66,100,80,50,41,69,83,87,93,67,35,50,71,63,54,54,100,88,45,27,80,71,81,68,58,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'230902",75,83,50,83,66,71,69,94,71,65,50,95,73,85,73,70,100,69,71,70,59,41,77,80,45,68,69,81,-1,-1,79,.,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,82,78,77,68,68,55,84,85,58,41,83,76,93,74,69,85,86,69,69,50,43,76,94,40,26,81,78,94,84,71,83,78,76,66,66,49,85,83,57,41,81,74,91,77,74,87,78,79,69,71,62,88,89,54,40,88,79,93,72,76,90,68,83,70,71,63,96,79,63,49,89,85,89,75,83,-1,-1,100,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,78,78,76,67,66,49,82,82,62,43,79,74,95,76,70,74,80,74,66,65,49,89,82,51,37,77,74,92,76,59,47,79,60,59,27,40,73,70,56,26,64,64,87,63,72,78,79,77,67,70,56,82,87,61,39,82,73,95,70,"GILMER ISD",74,81,81,78,70,69,57,85,86,54,40,87,76,94,75,69,84,68,75,63,68,51,82,83,66,45,72,74,93,70,75,.,.,83,67,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'230903",59,.,.,62,55,50,33,80,70,50,40,58,67,-1,-1,65,-1,-1,81,50,60,40,-1,-1,-1,-1,-1,-1,-1,-1,83,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,81,75,64,70,59,58,82,83,42,44,56,80,80,79,69,-1,75,63,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,77,69,65,68,68,59,83,84,43,42,50,76,86,80,70,87,82,65,75,63,63,80,88,36,54,56,90,83,66,65,83,80,64,66,50,36,78,81,50,39,50,73,78,83,70,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,65,78,69,64,66,54,53,84,78,47,33,57,72,78,91,69,74,74,67,70,64,45,85,80,46,32,55,82,76,80,63,-1,85,54,69,50,57,67,67,61,56,45,73,42,67,68,80,76,63,72,59,63,83,87,37,43,56,81,80,81,"ORE CITY ISD",68,80,77,63,72,61,62,84,83,35,42,50,82,78,79,66,86,67,66,66,53,47,70,85,54,46,67,78,86,81,57,-1,70,54,59,-1,-1,-1,-1,30,30,-1,-1,-1,-1
"'230904",63,.,.,75,50,-1,-1,-1,-1,-1,-1,.,.,-1,-1,70,-1,-1,60,80,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,97,39,69,54,66,33,80,74,25,53,63,74,83,64,61,-1,-1,78,45,-1,-1,-1,-1,-1,-1,.,.,-1,-1,60,96,41,69,51,72,28,68,68,29,43,63,88,95,64,61,94,54,70,52,64,32,79,68,25,60,100,60,78,44,54,.,8,79,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,61,100,28,68,55,67,33,82,82,25,45,50,79,88,79,65,96,31,75,54,69,36,86,68,31,38,57,71,83,79,63,.,-1,57,69,-1,-1,-1,-1,-1,-1,-1,-1,.,.,61,97,42,67,55,64,34,79,76,13,53,60,73,87,63,"UNION HILL ISD",57,96,42,66,49,66,26,73,69,27,50,72,67,73,65,67,100,-1,73,62,65,42,88,79,20,60,55,80,100,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'230905",68,.,.,72,65,56,56,88,79,40,30,-1,-1,90,50,75,-1,-1,80,71,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,38,74,64,66,79,58,84,76,31,45,68,69,82,72,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,64,31,70,62,66,76,59,87,79,25,40,64,72,87,77,65,35,76,64,66,79,56,84,78,30,54,70,66,81,65,66,50,73,66,66,63,53,91,85,43,36,56,89,88,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,41,73,63,66,79,60,84,75,32,38,66,71,83,80,59,21,63,54,65,56,59,78,80,22,22,62,71,80,82,48,29,-1,40,58,80,100,-1,-1,13,25,0,80,57,57,64,37,75,63,66,84,59,82,75,29,47,69,66,81,74,"HARMONY ISD",64,40,73,63,65,73,55,85,74,30,45,67,71,84,72,66,33,82,65,67,91,63,81,84,33,44,70,64,78,72,45,-1,-1,30,60,.,.,.,.,-1,-1,-1,-1,-1,-1
"'230906",73,-1,-1,73,73,-1,-1,-1,-1,42,33,-1,-1,-1,-1,76,-1,-1,80,72,90,60,86,64,-1,-1,-1,100,80,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,70,79,74,72,68,75,54,88,84,46,34,85,82,73,81,62,-1,-1,70,53,50,40,90,100,56,25,-1,-1,83,58,67,74,80,70,64,74,54,89,81,48,30,80,78,70,80,71,86,77,74,69,82,53,90,92,45,41,93,85,73,75,74,79,94,77,72,78,72,82,77,50,36,-1,89,86,69,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,68,73,72,70,67,70,55,86,80,48,28,80,81,73,87,66,64,69,67,64,59,56,83,79,44,28,80,77,72,82,62,42,-1,57,68,-1,-1,88,75,29,50,-1,-1,-1,-1,69,80,71,70,68,76,52,88,87,45,34,82,82,68,86,"NEW DIANA ISD",69,77,74,71,67,77,53,86,82,47,38,89,81,73,84,71,86,75,74,68,70,57,91,91,45,21,79,85,71,74,81,-1,.,79,83,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'230908",65,.,.,78,50,-1,-1,-1,-1,.,.,-1,-1,-1,-1,79,.,.,92,67,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,96,83,72,71,44,56,92,84,49,41,66,89,84,69,75,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,66,93,81,65,67,34,53,91,79,48,35,57,91,77,63,73,98,85,74,72,42,62,97,79,48,52,71,90,93,70,70,100,-1,78,61,-1,-1,-1,-1,.,.,67,83,86,43,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,69,93,80,70,69,47,47,87,88,50,30,63,87,76,69,72,88,76,70,73,40,60,95,94,70,50,48,91,76,57,60,.,-1,56,64,-1,-1,-1,-1,-1,-1,67,100,-1,-1,71,95,83,71,71,42,58,92,85,49,41,65,89,82,70,"UNION GROVE ISD",73,99,85,75,72,52,53,93,82,48,38,71,91,85,72,64,81,70,62,66,25,64,89,88,53,47,45,75,81,58,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1
"'231901",45,-1,.,53,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,52,59,69,64,55,57,74,57,75,52,66,77,95,79,75,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,66,47,56,68,63,56,51,76,63,80,50,63,80,96,77,68,54,71,71,64,50,66,85,40,85,44,61,83,93,77,65,49,54,67,62,53,61,79,52,75,50,60,76,97,74,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,64,50,50,65,63,61,48,60,80,65,59,73,69,100,86,65,43,46,66,63,50,57,72,61,73,48,63,78,100,82,64,60,-1,67,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,58,-1,70,70,61,50,64,68,72,61,90,80,86,100,"MCCAMEY ISD",68,55,60,70,65,54,61,73,62,80,54,61,73,97,81,61,38,-1,65,57,59,45,78,44,61,44,78,89,80,70,50,.,.,70,30,-1,-1,-1,-1,-1,-1,-1,-1,.,.
"'231902",65,-1,-1,64,67,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,38,70,71,63,59,68,82,62,54,23,75,61,89,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,50,65,72,64,57,71,88,75,57,43,80,45,83,77,71,50,68,72,70,64,77,78,67,58,50,75,63,88,79,69,44,68,72,66,43,79,100,64,83,42,69,56,84,72,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,62,25,73,69,55,50,50,88,56,50,0,75,60,89,68,63,32,69,64,63,-1,-1,80,60,-1,-1,75,71,81,67,44,-1,-1,36,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,30,79,71,61,78,61,70,60,29,7,80,65,93,77,"RANKIN ISD",68,33,69,70,65,62,73,83,58,61,28,75,61,87,77,63,-1,-1,72,54,-1,-1,80,70,-1,-1,-1,-1,100,60,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'232901",80,-1,-1,71,88,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,93,63,71,69,65,51,67,82,63,51,80,87,93,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,81,29,65,51,60,35,57,75,58,27,83,75,81,69,74,100,62,75,73,79,57,61,83,74,68,65,80,100,96,65,89,65,68,62,59,41,69,85,47,28,86,79,89,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,81,65,67,63,42,42,75,81,53,36,92,92,81,69,67,83,55,71,63,-1,-1,73,91,50,33,81,69,83,67,34,-1,-1,29,38,-1,-1,-1,-1,30,30,-1,-1,-1,-1,77,100,62,76,78,73,68,65,76,79,76,72,100,100,100,"KNIPPA ISD",69,91,62,71,68,61,52,73,86,58,48,81,86,91,81,71,100,-1,72,70,71,50,54,73,75,60,80,90,100,100,38,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.
"'232902",56,-1,-1,46,67,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,48,68,63,59,34,62,80,88,50,31,69,47,87,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,50,69,59,60,33,59,83,85,38,23,66,41,84,56,62,41,62,63,62,40,75,79,89,47,31,81,58,88,63,61,45,65,61,60,26,65,83,92,50,34,70,52,86,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,56,72,62,56,32,55,81,88,55,32,62,40,87,45,61,41,81,60,61,30,70,75,100,42,17,-1,-1,90,40,56,50,60,56,56,20,20,71,100,60,30,.,.,-1,-1,61,-1,75,69,54,60,60,67,75,50,20,-1,-1,93,50,"SABINAL ISD",63,52,63,64,62,33,75,80,91,58,35,70,43,88,62,53,33,80,58,49,39,33,-1,-1,29,21,67,67,86,39,63,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.
"'232903",63,41,78,65,62,70,28,75,71,93,38,31,80,59,78,33,-1,.,50,-1,-1,-1,.,.,-1,-1,.,.,.,.,89,-1,-1,-1,100,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,64,53,66,64,64,68,50,76,79,63,43,38,69,73,73,64,.,-1,60,67,-1,-1,.,.,-1,-1,-1,-1,.,.,62,49,64,62,63,67,50,75,77,62,42,37,69,70,74,64,55,69,65,64,71,50,76,79,63,42,36,73,72,73,63,52,66,63,63,67,50,76,79,64,44,36,68,71,73,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,63,51,64,63,63,64,51,76,79,64,44,40,66,73,72,61,46,65,61,62,69,47,77,77,55,37,36,62,70,75,58,17,55,57,59,75,50,85,85,70,46,45,55,62,64,67,61,67,71,64,86,61,78,78,52,34,63,76,88,70,"UVALDE CISD",64,53,65,64,63,68,52,76,78,65,42,38,69,74,73,64,49,81,59,69,60,40,73,84,50,54,42,72,63,72,66,58,-1,66,66,88,44,86,93,60,50,38,61,67,90
"'232904",62,-1,.,63,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,75,71,76,72,65,38,100,95,67,60,67,96,82,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,60,90,70,72,79,43,100,100,57,57,65,95,70,42,80,78,75,77,82,83,50,100,100,60,80,57,93,78,78,75,80,-1,76,74,-1,-1,100,83,-1,-1,-1,-1,67,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,72,67,75,63,50,29,100,88,70,50,80,100,88,61,54,-1,.,57,50,-1,-1,-1,-1,-1,-1,.,.,-1,-1,56,-1,-1,56,56,-1,-1,-1,-1,-1,-1,.,.,-1,-1,74,71,65,75,72,64,45,100,100,71,63,57,93,90,70,"UTOPIA ISD",72,63,56,74,70,72,33,100,100,64,59,67,94,75,69,78,85,-1,78,77,-1,-1,100,88,-1,-1,-1,-1,89,70,90,-1,.,90,90,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"'233901",68,69,58,70,66,63,63,87,80,73,41,37,67,79,75,68,-1,-1,-1,64,-1,-1,-1,-1,.,.,-1,-1,.,.,90,-1,-1,92,88,-1,-1,-1,-1,100,83,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,70,77,69,72,68,65,64,88,79,74,47,44,72,85,75,71,60,70,71,71,67,61,92,100,-1,-1,-1,-1,100,70,68,75,66,70,66,64,62,88,78,71,43,41,71,83,74,72,83,74,74,71,64,67,89,81,77,52,45,76,88,77,70,77,69,71,68,65,65,87,78,74,46,43,72,85,76,67,-1,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,67,71,64,70,65,66,62,86,76,71,41,43,68,82,73,67,71,66,69,65,63,60,88,79,67,38,37,67,83,75,53,34,56,53,52,64,50,84,68,45,15,23,72,64,54,70,74,65,75,65,61,63,91,81,81,52,60,73,84,57,"SAN FELIPE-DEL RIO CISD",70,77,69,72,68,66,63,88,79,75,48,43,71,85,76,69,77,70,71,67,62,71,86,76,70,40,49,79,86,66,69,-1,-1,73,64,65,60,85,81,83,50,45,50,83,75
"'233903",67,.,.,61,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,93,86,68,73,37,53,95,82,47,56,46,82,88,85,-1,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,65,-1,-1,62,68,8,25,100,100,42,42,80,100,-1,-1,68,86,80,62,74,25,40,100,83,42,50,31,88,89,93,70,89,-1,69,71,28,50,100,86,44,44,42,81,91,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,100,-1,74,73,60,80,90,80,50,58,70,78,85,67,65,-1,-1,55,75,-1,-1,.,.,25,50,-1,-1,75,80,54,-1,-1,42,63,.,.,.,.,-1,-1,-1,-1,-1,-1,72,100,-1,68,76,60,50,88,75,50,67,42,81,79,100,"COMSTOCK ISD",72,100,80,72,73,67,75,86,71,45,55,-1,-1,88,85,69,88,-1,65,74,17,39,100,88,50,56,50,86,86,86,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'234801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,-1,44,18,43,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,-1,50,7,55,.,.,.,.,.,.,-1,-1,-1,-1,42,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,30,-1,50,22,36,.,.,.,.,.,.,-1,-1,-1,-1,34,-1,50,18,46,.,.,.,.,.,.,-1,-1,-1,-1,23,-1,-1,8,40,.,.,.,.,.,.,-1,-1,-1,-1,30,-1,40,18,42,.,.,.,.,.,.,-1,-1,-1,-1,"RANCH ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,-1,44,18,43,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
