DISTRICT,D2HEE20R,D2HEE21R,D3HEE20R,D3HEE21R,D4HEE20R,D4HEE21R,DAHEE20R,DAHEE21R,DBHEE20R,DBHEE21R,DEHEE20R,DEHEE21R,DHHEE20R,DHHEE21R,DIHEE20R,DIHEE21R,DISTNAME,DLHEE20R,DLHEE21R,DSHEE20R,DSHEE21R,DWHEE20R,DWHEE21R
"'214901",.,.,-1,-1,.,.,54.7,45.9,.,.,53.3,43.5,54.6,45.9,.,.,"RIO GRANDE CITY GRULLA ISD",31.8,23.6,24.3,4.8,.,-1
"'214902",.,.,.,.,.,.,66.7,50,.,.,68.8,-1,66.7,50,.,.,"SAN ISIDRO ISD",-1,-1,-1,-1,.,.
"'214903",.,.,.,.,.,.,64.1,56.7,.,.,62.7,55.7,64.4,56.7,.,.,"ROMA ISD",46.2,27.5,23.1,10,-1,.
"'215901",-1,-1,.,-1,.,.,34,48,-1,-1,22.4,44,30,38.1,-1,-1,"BRECKENRIDGE ISD",-1,-1,8.3,33.3,38.3,55.1
"'216901",-1,-1,.,.,.,.,53.8,84.2,.,.,50,-1,50,88.9,.,.,"STERLING CITY ISD",-1,.,-1,.,63.6,77.8
"'217901",.,.,-1,.,.,.,72.2,64.3,.,-1,-1,40,-1,40,.,.,"ASPERMONT ISD",.,.,-1,.,78.6,71.4
"'218901",.,-1,.,.,.,.,56.9,40,.,.,44.4,31.7,41.5,32.7,.,.,"SONORA ISD",-1,-1,-1,20,83.3,56
"'219901",-1,.,.,.,.,.,80,38.5,-1,.,80,-1,-1,-1,.,.,"HAPPY ISD",.,.,-1,-1,84.6,45.5
"'219903",-1,.,.,-1,.,.,37.8,30.4,22.2,0,29.6,20.8,33.3,24.4,.,-1,"TULIA ISD",-1,-1,0,0,56.5,45.8
"'219905",.,.,.,.,.,.,63.6,42.9,.,.,66.7,33.3,57.1,45.5,.,.,"KRESS ISD",.,.,-1,-1,-1,-1
"'220801",.,-1,.,-1,.,.,50,63.6,-1,-1,.,.,.,-1,.,.,"TREETOPS SCHOOL INTERNATIONAL",.,.,.,.,55.6,66.7
"'220802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.
"'220809",-1,-1,-1,-1,.,.,44.1,60,27.3,-1,50,50,62.5,81.8,.,.,"FORT WORTH ACADEMY OF FINE ARTS",.,.,-1,-1,44.7,56.3
"'220810",-1,60,52.9,42.9,.,.,55.4,52,-1,-1,-1,-1,62.5,33.3,-1,.,"WESTLAKE ACADEMY CHARTER SCHOOL",.,-1,-1,-1,59.4,54.9
"'220811",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.
"'220814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.
"'220815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHAPEL HILL ACADEMY",.,.,.,.,.,.
"'220817",-1,-1,-1,50,-1,.,53.5,51.7,51.9,58.8,51.7,44.8,59.5,47.2,-1,-1,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON",-1,33.3,-1,42.9,46.4,50
"'220819",-1,.,.,.,.,.,80,53.3,-1,.,-1,-1,.,-1,.,-1,"HIGH POINT ACADEMY",.,.,-1,60,75,58.3
"'220901",42,28.4,82.4,75.6,37.5,33.3,49.7,39.2,46.6,37.8,45.6,35,41.9,29.6,36.4,30,"ARLINGTON ISD",36.3,14.3,23.3,15.1,55.7,48.7
"'220902",61.9,67.6,77.2,67.3,-1,-1,54.4,45.7,49.3,43.2,47.3,37.2,51.8,37.5,40,66.7,"BIRDVILLE ISD",34.5,23.7,22.3,16,55.2,50
"'220904",-1,-1,.,.,-1,.,40.3,29.7,46.1,37.1,40.1,28.4,34.8,25.8,-1,-1,"EVERMAN ISD",19.4,9.1,12.5,5.4,38.5,0
"'220905",52.5,42.9,58.7,33.3,-1,-1,45,31.2,42.6,31.7,42.7,28.3,44.5,28.9,22.2,42.9,"FORT WORTH ISD",32.1,12.6,20.1,11.2,48.2,41.5
"'220906",51.2,57.8,78.1,76,-1,-1,52.8,52.7,68.7,52.3,41.8,42,36.3,38.7,20,.,"GRAPEVINE-COLLEYVILLE ISD",23.7,24.3,25.9,24.2,53.5,53.8
"'220907",49.5,45.9,73.8,66.4,-1,-1,55.4,45.2,52.5,45,51.6,38.1,54.8,41.1,27.8,41.7,"KELLER ISD",45.4,31.8,30.2,18.8,53.9,43.2
"'220908",63.3,59.6,80.6,72.2,-1,-1,57.5,50.9,58.7,52.6,52.8,45.2,49.2,38.9,14.3,33.3,"MANSFIELD ISD",42.4,31.7,25.7,24.1,56.7,51.9
"'220910",-1,20,-1,.,-1,.,45.1,37.4,48.1,31,43.7,31.7,42.1,39.5,.,.,"LAKE WORTH ISD",26.3,30.4,16.7,12.5,47.1,38.5
"'220912",44.4,45.9,72,59.5,-1,-1,45.8,40,45.9,40.8,43.6,36.2,38.4,34.8,75,20,"CROWLEY ISD",36.4,27.1,20.4,12.3,49.4,42.2
"'220914",-1,66.7,73.3,69.2,.,.,53.7,43.1,50.7,33.3,45.6,43.8,64.4,40,-1,-1,"KENNEDALE ISD",-1,0,23.8,9.5,50.5,44.8
"'220915",28.6,43.8,-1,-1,.,.,41.8,38.1,60,14.3,30.2,23.8,37.4,29.2,-1,-1,"AZLE ISD",22.2,0,7.4,0,43.1,40.6
"'220916",55.4,40.5,77.6,62.7,31.4,18.9,56,42.7,55.9,36.1,50.3,36.2,49.6,36.8,50,33.3,"HURST-EULESS-BEDFORD ISD",39.8,14,30.5,10.5,57.4,47.8
"'220917",.,-1,-1,-1,.,.,34.5,25.1,-1,-1,32.1,26.1,36.2,25.7,.,.,"CASTLEBERRY ISD",35.1,0,5.9,6.3,27.9,22.2
"'220918",52.1,35.5,63.2,55.1,-1,62.5,50.2,41.6,47,47.7,42.6,34.7,47.7,35.8,53.3,28.6,"EAGLE MT-SAGINAW ISD",36.2,22.5,25.8,15.4,51.6,43.8
"'220919",47.8,50,66.2,55.8,-1,-1,53.9,49.4,71.4,50,36.4,50,59,48.3,-1,.,"CARROLL ISD",-1,-1,38.5,43.9,50.8,48.3
"'220920",60,25,54.5,50,-1,-1,48.7,37.4,59.5,34.8,44.8,29,51.8,33.9,-1,-1,"WHITE SETTLEMENT ISD",26.3,21.1,28.6,21.4,43.2,40.2
"'221801",58.3,66.7,81.3,65,-1,-1,50.9,52.9,50,44.4,45.5,50,50,56.4,.,-1,"TEXAS COLLEGE PREPARATORY ACADEMIES",-1,50,50,33.3,48.4,49.6
"'221901",47.2,31.3,57.1,35.5,-1,-1,46,39.1,53,42.8,36.7,30.3,39.1,32.6,42.9,62.5,"ABILENE ISD",38.9,29.8,15.1,18.3,50.7,46
"'221904",-1,-1,.,.,.,.,50,32.1,-1,.,35.3,17.9,27.3,19.2,.,.,"MERKEL ISD",.,-1,16.7,8.3,52,38.8
"'221905",.,.,.,.,.,-1,33.3,12.5,.,.,-1,-1,.,.,.,.,"TRENT ISD",.,.,-1,-1,33.3,14.3
"'221911",.,-1,.,-1,.,.,80.6,66.7,.,.,57.1,30,87.5,50,.,-1,"JIM NED CISD",.,.,20,14.3,79.7,69.3
"'221912",55.6,77.8,71.4,84.6,-1,-1,67.9,70.2,28.6,64.3,42.4,65.7,69.2,59.5,.,-1,"WYLIE ISD",-1,-1,45.5,46.7,70.1,71.6
"'222901",.,.,.,.,.,.,50,42.9,.,-1,-1,-1,-1,40,.,.,"TERRELL COUNTY ISD",.,.,.,-1,-1,-1
"'223901",.,-1,.,.,.,.,34.8,24.4,66.7,16.7,29.4,21.1,33,27,-1,-1,"BROWNFIELD ISD",-1,28.6,5,6.7,35.5,15.8
"'223902",.,.,.,.,.,.,87.5,47.8,.,.,80,50,83.3,37.5,.,.,"MEADOW ISD",.,.,-1,-1,-1,71.4
"'223904",.,-1,.,.,.,.,53.8,50,.,.,-1,28.6,40,37.5,.,.,"WELLMAN-UNION CISD",.,-1,-1,-1,62.5,71.4
"'224901",.,.,.,.,.,.,46.2,45.5,.,.,42.9,-1,-1,-1,.,.,"THROCKMORTON COLLEGIATE ISD",.,.,.,.,60,57.1
"'224902",.,.,.,.,.,.,75,21.4,.,.,71.4,-1,-1,-1,.,.,"WOODSON ISD",.,.,.,-1,66.7,15.4
"'225902",-1,-1,100,-1,.,.,51.8,50.7,34.4,55.9,52,46.3,53.6,48.4,-1,-1,"MOUNT PLEASANT ISD",23.7,38,20.6,16.2,50.7,55.7
"'225906",-1,.,.,.,.,.,69.4,53.8,-1,-1,68.6,26.8,67.5,27.8,.,-1,"CHAPEL HILL ISD",-1,11.1,18.2,20,73.2,66.2
"'225907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARTS BLUFF ISD",.,.,.,.,.,.
"'226801",-1,-1,-1,.,.,.,52.5,50.7,.,-1,53.8,48.1,60.9,48.6,.,-1,"TEXAS LEADERSHIP PUBLIC SCHOOLS",-1,-1,20,30,42.4,42.9
"'226901",-1,-1,.,.,.,.,48.7,59.5,.,.,38.5,18.2,62.5,66.7,.,.,"CHRISTOVAL ISD",.,.,.,-1,50,56.3
"'226903",44.4,57.1,55.6,75,.,.,46.2,41.4,50,46.7,35.6,32.4,39.8,33,50,-1,"SAN ANGELO ISD",36.8,10.3,17.5,12.6,55.5,54.9
"'226905",.,-1,.,.,.,.,44.4,33.3,-1,.,25,8.3,40,20,.,.,"WATER VALLEY ISD",.,.,14.3,-1,47.6,41.7
"'226906",.,-1,.,.,.,.,76.5,77.4,.,.,54.5,25,71.4,62.5,.,.,"WALL ISD",.,.,33.3,40,77.5,80.3
"'226907",-1,-1,-1,.,.,.,40.5,25.4,-1,.,47.1,13.3,51.4,15.6,.,.,"GRAPE CREEK ISD",.,-1,-1,22.2,28.3,34.6
"'226908",.,-1,.,.,.,.,64,66.7,.,.,60,85.7,72.7,66.7,.,.,"VERIBEST ISD",.,.,-1,-1,57.1,63.6
"'227506",.,-1,.,-1,.,.,.,52.8,.,-1,.,-1,.,58.3,.,-1,"UNIVERSITY OF TEXAS AT AUSTIN H S",.,.,.,.,.,51.9
"'227803",-1,.,.,.,.,.,38.7,33.3,-1,-1,17.6,25,36,26.3,.,.,"WAYSIDE SCHOOLS",50,23.8,66.7,-1,-1,-1
"'227804",-1,-1,-1,-1,.,.,56.9,65.6,-1,62.5,66.7,57.9,47.4,73.7,.,.,"NYOS CHARTER SCHOOL",-1,-1,28.6,33.3,68.2,63
"'227805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS EMPOWERMENT ACADEMY",.,.,.,.,.,.
"'227806",.,-1,.,.,.,.,40.3,34.7,25,33.3,34.8,32.4,38.5,57.1,.,.,"UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL",-1,-1,25,17.6,48.5,25
"'227814",-1,-1,100,-1,.,-1,67.7,36,-1,-1,.,.,-1,-1,-1,.,"CHAPARRAL STAR ACADEMY",.,.,.,.,63.2,18.8
"'227816",-1,50,61.5,88,.,.,53.7,53.8,78.3,92.9,52.8,46.6,45.3,40.3,.,.,"HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS",28.6,40.5,28.6,10.3,56.3,69
"'227817",.,.,-1,.,.,.,62.5,78.6,-1,-1,66.7,71.4,-1,75,.,.,"CEDARS INTERNATIONAL ACADEMY",-1,.,-1,-1,-1,-1
"'227819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL",.,.,.,.,.,.
"'227820",-1,-1,-1,60,.,.,68.3,54.1,71.7,53.9,70,55.1,67.5,54.4,-1,.,"KIPP TEXAS PUBLIC SCHOOLS",49.5,50,54,37.1,66.7,30
"'227821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AUSTIN DISCOVERY SCHOOL",.,.,.,.,.,.
"'227824",.,.,.,.,.,.,43.4,36.1,40,55.6,44.8,38.5,43.7,32,.,.,"VALERE PUBLIC SCHOOLS",25,12.5,33.3,42.9,.,-1
"'227825",.,-1,.,.,.,.,46.3,42.4,-1,60,50.7,38.7,43.7,40.3,.,.,"AUSTIN ACHIEVE PUBLIC SCHOOLS",27.8,19.4,42.9,-1,40,-1
"'227826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MONTESSORI FOR ALL",.,.,.,.,.,.
"'227827",-1,-1,-1,-1,.,-1,10.8,4.5,11.1,8.5,10.1,3.7,8.3,2.8,-1,-1,"THE EXCEL CENTER - FOR ADULTS",10.5,5.7,-1,.,13.5,4.5
"'227829",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VALOR PUBLIC SCHOOLS",.,.,.,.,.,.
"'227901",60.1,58.7,70.5,62.8,-1,-1,50.4,44.8,48.2,36.6,41.4,35.9,44.3,39.3,-1,66.7,"AUSTIN ISD",24.4,15.7,24.8,20.2,57.6,51
"'227904",56.1,55.4,79.3,76.2,-1,-1,54.2,50.4,57,47.6,47.7,41.2,45.1,42.2,42.9,-1,"PFLUGERVILLE ISD",31.6,19.1,18,15.3,58.1,57.6
"'227907",85.7,33.3,50,63.2,-1,-1,46,40.6,53.3,51.1,46.8,36.7,43,35.7,.,-1,"MANOR ISD",33,15.5,13,18.5,40.9,43.8
"'227909",50,48,73.5,53.5,.,-1,57.4,48.6,80,50,51.7,57.1,57.9,51.9,-1,-1,"EANES ISD",-1,16.7,47.2,38.6,54.6,47.1
"'227910",0,50,70,71.4,.,-1,33.2,31.1,44.6,31.9,33.2,30.7,31.6,30.3,-1,-1,"DEL VALLE ISD",14.9,10.7,11.8,10.9,37.5,31.3
"'227912",.,-1,-1,-1,.,.,48.9,45.5,.,.,35.3,33.3,28.6,41.7,.,.,"LAGO VISTA ISD",-1,-1,0,0,54.5,44.3
"'227913",50,65.6,74.5,73.2,-1,-1,57.8,57,40,62.5,56.7,23.5,56.7,42.4,-1,-1,"LAKE TRAVIS ISD",31.3,11.8,33.3,22.9,57.3,59.4
"'228901",-1,-1,.,.,.,.,51.1,42.6,-1,50,40,33.3,60,28.6,.,.,"GROVETON ISD",.,.,12.5,14.3,50,45.5
"'228903",-1,-1,.,-1,.,.,31.7,28.4,43.8,7.7,35.3,16.7,22.7,36,.,.,"TRINITY ISD",-1,0,0,25,31.7,26.8
"'228904",.,.,.,.,.,.,25,40,.,.,-1,-1,-1,.,.,.,"CENTERVILLE ISD",.,.,-1,-1,16.7,40
"'228905",.,.,.,.,.,.,41.7,46.7,.,.,33.3,33.3,-1,-1,.,.,"APPLE SPRINGS ISD",.,.,16.7,.,45.5,42.9
"'229901",-1,.,.,.,.,.,50,27.3,-1,-1,21.1,14.3,-1,-1,.,.,"COLMESNEIL ISD",.,.,0,-1,56.7,32.1
"'229903",-1,-1,-1,.,.,.,55.3,43.8,60,36.4,40.6,30.6,-1,33.3,-1,-1,"WOODVILLE ISD",.,.,-1,0,51.1,49.1
"'229904",-1,-1,.,.,.,.,41,26.1,-1,-1,25.8,19.4,-1,40,.,-1,"WARREN ISD",-1,.,40,-1,42.3,26.7
"'229905",.,.,.,.,.,.,52,27.6,.,.,0,23.8,-1,-1,.,-1,"SPURGER ISD",.,-1,-1,16.7,50,30.8
"'229906",.,.,.,.,.,.,55.6,66.7,.,.,-1,-1,-1,.,.,.,"CHESTER ISD",.,.,-1,-1,62.5,66.7
"'230901",-1,20,.,.,.,.,34,42,50,-1,33.3,29.2,20,14.3,.,.,"BIG SANDY ISD",.,-1,-1,28.6,32.4,48.6
"'230902",66.7,12.5,-1,-1,.,.,45.2,39.6,44,50,42.9,33.6,51.9,36.7,-1,-1,"GILMER ISD",.,40,7.7,7.1,41.9,40
"'230903",-1,-1,.,.,.,.,59.3,41.7,83.3,20,51.6,32.3,75,27.3,-1,.,"ORE CITY ISD",.,.,-1,-1,51.2,46.5
"'230904",-1,.,.,.,.,.,55.6,50,.,-1,46.2,25,80,-1,.,.,"UNION HILL ISD",.,.,20,.,52.4,45.5
"'230905",.,-1,.,.,.,.,50.6,52.4,.,.,28.6,50,27.3,60,.,.,"HARMONY ISD",-1,.,-1,-1,54.5,50.9
"'230906",-1,-1,-1,.,.,.,50.8,53.8,33.3,57.1,34.5,35.7,54.5,33.3,.,.,"NEW DIANA ISD",-1,-1,16.7,-1,51.1,57.4
"'230908",.,-1,.,.,.,.,69.4,52.2,.,-1,57.1,36.8,40,-1,.,-1,"UNION GROVE ISD",.,.,-1,-1,72.7,53.7
"'231901",.,.,.,.,.,.,38.7,40,-1,-1,25,28.6,30,36,.,.,"MCCAMEY ISD",-1,-1,.,-1,60,44.4
"'231902",.,.,.,.,.,.,52.6,60,.,.,20,37.5,50,57.1,-1,.,"RANKIN ISD",.,.,-1,.,50,62.5
"'232901",.,.,.,.,.,.,63.6,69.6,.,.,57.1,57.1,68.8,63.6,.,.,"KNIPPA ISD",.,-1,.,-1,50,75
"'232902",.,-1,.,.,.,.,61.9,40,.,.,61.8,32.1,57.1,41.4,.,.,"SABINAL ISD",-1,-1,40,-1,85.7,40
"'232903",.,.,-1,-1,-1,.,53.2,41.5,.,.,48.7,40,55.3,39.4,-1,.,"UVALDE CISD",57.1,20,18.4,25.6,40,52.5
"'232904",.,-1,.,-1,.,.,66.7,55.6,.,.,-1,40,80,-1,.,.,"UTOPIA ISD",-1,-1,-1,-1,61.5,50
"'233901",-1,-1,-1,-1,-1,.,49.5,42.2,-1,42.9,44.1,36.1,48.5,42.3,.,-1,"SAN FELIPE-DEL RIO CISD",25.4,12.7,11.3,4.6,65.9,39.4
"'233903",-1,.,.,-1,.,.,75,57.1,-1,.,60,-1,66.7,-1,.,.,"COMSTOCK ISD",.,.,-1,.,-1,-1
"'234801",-1,.,.,.,.,.,14.7,7.1,.,.,11.1,6.3,-1,-1,.,.,"RANCH ACADEMY",.,.,0,0,16.1,7.7
"'234902",-1,-1,-1,.,.,.,60.7,60.8,.,-1,37.1,37.2,36.4,45.5,.,-1,"CANTON ISD",.,-1,12.5,41.7,63.4,60.9
"'234903",-1,-1,.,.,.,.,53,52.9,-1,-1,43.8,34.8,71.4,-1,.,.,"EDGEWOOD ISD",-1,-1,-1,44.4,49.1,54
"'234904",.,.,.,.,.,.,38.3,42.3,.,-1,33.3,40.5,48.1,52.9,.,.,"GRAND SALINE ISD",-1,-1,12.5,14.3,33.3,40
"'234905",.,.,.,.,.,.,75,76.7,-1,-1,61.5,50,72.7,-1,.,.,"MARTINS MILL ISD",-1,.,.,-1,75,80.8
"'234906",66.7,-1,-1,-1,.,.,49.5,53.3,60,60,42.2,47.1,34.1,44.1,-1,-1,"VAN ISD",0,-1,9.1,8.7,52.6,54.8
"'234907",55.6,-1,-1,.,.,.,34.3,38.7,44.4,37.5,35.2,26.5,32.1,27.3,-1,-1,"WILLS POINT ISD",-1,50,20,21.1,31.6,44.9
"'234909",-1,.,.,-1,.,.,48.4,25,-1,.,41.2,30.8,-1,-1,.,.,"FRUITVALE ISD",-1,-1,-1,-1,56,27.3
"'235901",.,-1,.,.,.,.,50,40,-1,-1,55.6,38.9,50,38.3,-1,.,"BLOOMINGTON ISD",-1,37.5,20,18.2,-1,60
"'235902",61.5,20,81.3,71.4,.,-1,45,39,50,40.5,35,28.2,38,30.8,-1,-1,"VICTORIA ISD",17.6,19,10.9,11.6,55.7,57
"'235904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NURSERY ISD",.,.,.,.,.,.
"'236801",.,.,.,-1,.,.,16.7,5.6,-1,-1,16.7,5.6,-1,0,.,.,"RAVEN SCHOOL",.,-1,-1,-1,-1,9.1
"'236802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL",.,.,.,.,.,.
"'236901",.,.,.,.,.,.,43.5,46,50,66.7,23.1,22.2,44.4,18.2,-1,.,"NEW WAVERLY ISD",.,.,-1,-1,40.4,50
"'236902",16.7,30.8,28.6,57.9,.,-1,39.5,37.3,46.3,40.3,40,32.3,39.8,33.7,42.9,-1,"HUNTSVILLE ISD",9.5,22.6,28.6,13.6,37.1,37.9
"'237902",.,-1,-1,.,.,-1,44.8,31.3,44.4,45.5,40.7,25.4,37.5,19.3,-1,.,"HEMPSTEAD ISD",22.2,0,14.3,-1,57.1,50
"'237904",50,55.6,20,-1,.,.,39.2,32.2,50.9,40.5,35.3,25.8,34.6,24.6,-1,.,"WALLER ISD",21.7,10.8,27.6,5,42.4,42.7
"'237905",-1,-1,.,-1,.,.,38.4,25.4,56.3,15.8,32.4,21.1,31.3,22.6,.,.,"ROYAL ISD",25,4,25,0,54.5,77.8
"'238902",.,.,-1,-1,.,.,37.5,40.9,38.5,36.4,31.4,30.6,40,42.2,.,-1,"MONAHANS-WICKETT-PYOTE ISD",-1,7.7,0,23.1,28.6,35.5
"'238904",-1,.,.,.,.,.,0,33.3,.,.,-1,28.6,0,25,.,.,"GRANDFALLS-ROYALTY ISD",.,.,-1,-1,-1,-1
"'239901",-1,-1,85.7,60,.,.,55.2,44,47.4,36.8,38.4,28.7,39.1,24.7,.,-1,"BRENHAM ISD",18.5,0,11.9,16.3,66.7,58.6
"'239903",.,.,.,.,.,.,64.3,63,-1,20,58.3,35.7,71.4,-1,.,.,"BURTON ISD",-1,.,20,-1,57.9,83.3
"'240801",.,.,.,.,.,.,17.8,8.5,.,.,16.8,7.3,18,8.5,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO",7.3,9.8,11.8,6.3,-1,.
"'240901",.,.,60,-1,.,.,53.5,41.8,.,-1,51.9,40.1,53.5,41.7,.,.,"LAREDO ISD",34.2,18.9,11.6,13.3,60,.
"'240903",-1,-1,70,60,-1,.,64.7,55.9,83.3,80,59.1,49.7,64.7,55.8,.,-1,"UNITED ISD",36.6,23.8,27.4,17.4,66.7,64.3
"'240904",.,.,.,.,.,.,61.1,38.9,-1,.,66.7,50,64.7,38.9,.,.,"WEBB CISD",.,.,-1,-1,.,.
"'241901",.,-1,-1,-1,.,.,59.3,67.8,70,70,50,56.4,45.2,53.3,.,.,"BOLING ISD",.,.,33.3,33.3,72.7,86.7
"'241902",-1,.,.,.,.,.,83.8,74.4,-1,-1,85.7,42.1,82.4,61.1,.,.,"EAST BERNARD ISD",.,.,-1,40,86.3,80.7
"'241903",-1,-1,.,.,.,.,54.1,47.6,50,45.5,39.8,30.2,42.9,35.8,.,.,"EL CAMPO ISD",44.4,18.8,25,4.5,69.5,71.8
"'241904",-1,.,-1,-1,.,.,56,41,60,38.5,50.6,34,46.3,39.2,.,.,"WHARTON ISD",-1,0,25,14.3,67.9,50
"'241906",.,.,.,.,.,.,56.1,50,-1,-1,52.2,42.9,50,47.4,.,-1,"LOUISE ISD",-1,16.7,-1,-1,66.7,62.5
"'242902",.,-1,.,-1,.,.,56.5,18.5,-1,.,50,7.1,71.4,0,.,.,"SHAMROCK ISD",.,.,-1,-1,53.8,21.1
"'242903",-1,.,.,.,.,.,32,39.3,.,-1,33.3,33.3,25,35.3,.,.,"WHEELER ISD",-1,-1,-1,-1,41.7,50
"'242905",.,.,-1,.,.,.,40,70,.,.,-1,66.7,.,-1,.,.,"KELTON ISD",.,.,-1,-1,-1,77.8
"'242906",.,-1,.,.,.,.,60,46.2,.,-1,.,-1,-1,-1,.,.,"FORT ELLIOTT CISD",.,.,-1,-1,66.7,44.4
"'243901",52.6,42.1,-1,-1,-1,.,43.2,34.4,37.5,30.8,36.7,28.1,33.3,33.3,-1,.,"BURKBURNETT ISD",.,-1,21.2,18.2,44.4,33.3
"'243902",-1,-1,-1,.,.,.,48,68.2,-1,-1,38.5,61.5,-1,80,.,.,"ELECTRA ISD",.,.,-1,.,44.4,58.3
"'243903",60,-1,-1,-1,.,.,53.8,42.1,.,-1,48.9,35,58.3,50,.,.,"IOWA PARK CISD",.,-1,9.1,0,52.5,40.4
"'243905",51.2,37.5,78.1,54.3,-1,-1,44.2,36.8,40.4,27,36.2,26.6,38.2,34.2,-1,42.9,"WICHITA FALLS ISD",29,17.2,16,12.5,46.6,40.2
"'243906",62.5,-1,-1,.,.,.,52.4,46.8,40,37.5,42.1,36.7,56.5,42.9,-1,-1,"CITY VIEW ISD",-1,.,30,33.3,44,51.2
"'244901",.,-1,.,.,.,.,66.7,-1,.,.,60,.,-1,.,.,.,"HARROLD ISD",.,.,-1,.,-1,-1
"'244903",-1,-1,14.3,40,.,.,44.3,43.2,23.1,50,33.9,31.8,55.8,38.3,.,-1,"VERNON ISD",14.3,40,18.8,0,43.9,45.3
"'244905",.,.,.,.,.,.,52.6,60,-1,.,33.3,66.7,-1,-1,.,.,"NORTHSIDE ISD",.,.,-1,-1,56.3,72.7
"'245901",.,.,.,.,.,.,66.7,74.1,.,.,61.9,72.2,65.4,76.9,-1,.,"LASARA ISD",-1,-1,-1,-1,.,-1
"'245902",-1,.,-1,-1,.,.,54.2,49.6,.,.,53.5,43.8,53.5,48.7,.,.,"LYFORD CISD",16.7,16.7,18.2,15.4,-1,-1
"'245903",-1,.,.,.,.,.,43,39.9,.,.,36.2,32.8,41.5,39.5,.,.,"RAYMONDVILLE ISD",20,0,16.7,23.1,-1,-1
"'245904",.,.,.,.,.,.,50,65,.,.,53.3,66.7,46.7,70.6,.,.,"SAN PERLITA ISD",-1,-1,-1,-1,-1,-1
"'246801",-1,.,60,73.3,.,.,61.7,59.6,66.7,-1,60,44.4,62.5,50,.,.,"MERIDIAN WORLD SCHOOL LLC",.,-1,-1,66.7,63.3,51.9
"'246802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GOODWATER MONTESSORI SCHOOL",.,.,.,.,.,.
"'246902",-1,-1,.,.,-1,.,42.4,36.7,-1,.,34.3,22.9,29.4,38.2,.,.,"FLORENCE ISD",11.1,-1,0,11.1,57.1,38.1
"'246904",56.3,30.3,77.8,54.5,.,-1,50.2,45.1,51.7,31.6,29.8,30.5,35.5,29.8,60,-1,"GEORGETOWN ISD",6,17,16.7,16.2,61.3,58.8
"'246905",.,.,.,.,.,.,25.8,28.1,-1,-1,19,7.1,12.5,6.7,.,.,"GRANGER ISD",-1,-1,0,-1,46.2,50
"'246906",42.9,47.6,42.9,-1,-1,.,51.9,52,54.1,53.3,47.2,49.7,49.8,49,.,-1,"HUTTO ISD",14.3,14.3,36.5,19.6,55.2,56.1
"'246907",-1,-1,-1,.,.,.,41.4,40.5,11.1,14.3,32.4,34.5,26.2,33.3,.,.,"JARRELL ISD",0,10,30,11.1,61.2,51
"'246908",75,45.5,-1,-1,.,-1,61.3,52.7,-1,-1,34.1,35.3,50,47.5,.,-1,"LIBERTY HILL ISD",-1,20,15,14.3,63,54.9
"'246909",60.3,59.3,82.4,75.8,57.1,20,59.7,58.4,48.3,45.5,43.1,43.6,47.9,48.3,45.5,64.3,"ROUND ROCK ISD",36.3,29.9,30.5,25.9,63.4,62.5
"'246911",60,-1,-1,.,.,.,50.7,42.4,15.8,20,40.4,25.6,46.3,35.1,.,.,"TAYLOR ISD",14.3,5.9,4.5,4,67.2,62.8
"'246912",-1,-1,.,-1,.,.,42,63.9,.,-1,14.3,44.4,30,50,.,.,"THRALL ISD",.,-1,-1,-1,46.2,68
"'246913",60,50.5,76.5,75.8,50,33.3,61.8,58,55.8,53.2,46.1,40.3,54.6,51.5,80,55.6,"LEANDER ISD",27.7,22.6,27.4,23.7,63.7,59.5
"'246914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COUPLAND ISD",.,.,.,.,.,.
